"Name","Source","Type Code","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Low","Price High","Confidence","Price Source","URL","Notes","Has Reference"
"Manual of Iron Golems","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","23128.66","23,128 gp","18,502 gp","27,754 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#manual%20of%20iron%20golems_xdmg","","True"
"Manual of Occult Anatomy +1","Monsters of Drakkenheim","","Wondrous Item","Rare","Yes","5609.52","5,609 gp","4,487 gp","6,731 gp","Low","Algorithm","https://5e.tools/items.html#manual%20of%20occult%20anatomy%20+1_monstersofdrakkenheim","🤖","False"
"Manual of Occult Anatomy +2","Monsters of Drakkenheim","","Wondrous Item","Very Rare","Yes","18473.21","18,473 gp","14,778 gp","22,167 gp","Low","Algorithm","https://5e.tools/items.html#manual%20of%20occult%20anatomy%20+2_monstersofdrakkenheim","🤖","False"
"Manual of Occult Anatomy +3","Monsters of Drakkenheim","","Wondrous Item","Legendary","Yes","42948.24","42,948 gp","34,358 gp","51,537 gp","Low","Algorithm","https://5e.tools/items.html#manual%20of%20occult%20anatomy%20+3_monstersofdrakkenheim","🤖","False"
"Manual of Quickness of Action","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","36709.96","36,709 gp","29,367 gp","44,051 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#manual%20of%20quickness%20of%20action_xdmg","","True"
"Manual of Stone Golems","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","14271.62","14,271 gp","11,417 gp","17,125 gp","Low","Single source (DSA)","https://5e.tools/items.html#manual%20of%20stone%20golems_xdmg","","True"
"Map","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#map_xphb","","True"
"Map or Scroll Case","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#map%20or%20scroll%20case_xphb","","True"
"Mariner's Breastplate","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2303.75","2,303 gp","1,843 gp","2,764 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20breastplate_xdmg","⚠️","True"
"Mariner's Chain Mail","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","2236.93","2,236 gp","1,789 gp","2,684 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20chain%20mail_xdmg","⚠️","True"
"Mariner's Chain Shirt","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2080.91","2,080 gp","1,664 gp","2,497 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20chain%20shirt_xdmg","","True"
"Mariner's Half Plate Armor","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2725.0","2,725 gp","2,180 gp","3,270 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20half%20plate%20armor_xdmg","⚠️ 🤖","False"
"Mariner's Hide Armor","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","1985.0","1,985 gp","1,588 gp","2,382 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20hide%20armor_xdmg","🤖","False"
"Mariner's Leather Armor","Dungeon Master's Guide (2024)","LA|XPHB","Light Armor","Uncommon","No","1985.0","1,985 gp","1,588 gp","2,382 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20leather%20armor_xdmg","🤖","False"
"Mariner's Padded Armor","Dungeon Master's Guide (2024)","LA|XPHB","Light Armor","Uncommon","No","1980.0","1,980 gp","1,584 gp","2,376 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20padded%20armor_xdmg","🤖","False"
"Mariner's Plate Armor","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","3475.0","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20plate%20armor_xdmg","⚠️ 🤖","False"
"Mariner's Ring Mail","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","2118.75","2,118 gp","1,695 gp","2,542 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20ring%20mail_xdmg","⚠️","True"
"Mariner's Scale Mail","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2128.75","2,128 gp","1,703 gp","2,554 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20scale%20mail_xdmg","⚠️","True"
"Mariner's Splint Armor","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","2175.0","2,175 gp","1,740 gp","2,610 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20splint%20armor_xdmg","⚠️ 🤖","False"
"Mariner's Studded Leather Armor","Dungeon Master's Guide (2024)","LA|XPHB","Light Armor","Uncommon","No","1985.0","1,985 gp","1,588 gp","2,382 gp","Low","Algorithm","https://5e.tools/items.html#mariner's%20studded%20leather%20armor_xdmg","🤖","False"
"Mask of Changed Appearance","Netheril's Fall","","Wondrous Item","Common","No","400.04","400 gp","320 gp","480 gp","Low","Algorithm","https://5e.tools/items.html#mask%20of%20changed%20appearance_nf","🤖","False"
"Mask of Monstrous Forms","Monsters of Drakkenheim","","Wondrous Item","Rare","Yes","3277.85","3,277 gp","2,622 gp","3,933 gp","Low","Algorithm","https://5e.tools/items.html#mask%20of%20monstrous%20forms_monstersofdrakkenheim","🤖","False"
"Mask of the Beast","Tomb of Annihilation","","Wondrous Item","Uncommon","No","303.08","303 gp","242 gp","363 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#mask%20of%20the%20beast_toa","","True"
"Mask of the Dragon Queen","The Rise of Tiamat","","Wondrous Item","Artifact","Yes","261250.0","261,250 gp","209,000 gp","313,500 gp","Low","Algorithm","https://5e.tools/items.html#mask%20of%20the%20dragon%20queen_rot","🤖","False"
"Mask of the Wielder","Frontiers of Eberron: Quickstone","","Wondrous Item","Rare","No","3475.73","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#mask%20of%20the%20wielder_foequickstone","🤖","False"
"Mason's Tools","Player's Handbook (2024)","AT|XPHB","Artisan's Tools","Mundane","No","10.0","10 gp","8.0 gp","12 gp","High","Official","https://5e.tools/items.html#mason's%20tools_xphb","","True"
"Masque Charm","Strixhaven: A Curriculum of Chaos","","Wondrous Item","Common","No","378.9","378 gp","303 gp","454 gp","Low","Algorithm","https://5e.tools/items.html#masque%20charm_scc","🤖","False"
"Masquerade Tattoo","Tasha's Cauldron of Everything","","Wondrous Item","Common","Yes","104.79","104 gp","83 gp","125 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#masquerade%20tattoo_tce","","True"
"Massive Cluster","Monsters of Drakkenheim","Dele|MonstersOfDrakkenheim","Delerium","Mundane","No","5251.0","5,251 gp","4,200 gp","6,301 gp","Low","Algorithm","https://5e.tools/items.html#massive%20cluster_monstersofdrakkenheim","⚠️ 🤖","False"
"Mastiff","Player's Handbook (2024)","MNT|XPHB","Mount or Vehicle (Land)","Mundane","No","25.0","25 gp","20 gp","30 gp","High","Official","https://5e.tools/items.html#mastiff_xphb","","True"
"Mastix, Whip of Erebos","Mythic Odysseys of Theros","M","Melee Weapon","Artifact","Yes","417500.0","417,500 gp","334,000 gp","501,000 gp","Low","Algorithm","https://5e.tools/items.html#mastix,%20whip%20of%20erebos_mot","🤖","False"
"Matalotok","Baldur's Gate: Descent Into Avernus","M","Melee Weapon","Legendary","Yes","39947.47","39,947 gp","31,957 gp","47,936 gp","Low","Algorithm","https://5e.tools/items.html#matalotok_bgdia","🤖","False"
"Matchless Pipe","Waterdeep: Dragon Heist","OTH","Other","Unknown","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#matchless%20pipe_wdh","🤖","False"
"Maul","Player's Handbook (2024)","M|XPHB","Melee Weapon","Mundane","No","10.0","10 gp","8.0 gp","12 gp","High","Official","https://5e.tools/items.html#maul_xphb","","True"
"Maul of Certain Death","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","No","4206.85","4,206 gp","3,365 gp","5,048 gp","Low","Algorithm","https://5e.tools/items.html#maul%20of%20certain%20death_egw","","True"
"Maul of Chaos","Monsters of Drakkenheim","M|XPHB","Melee Weapon","Legendary","Yes","43135.16","43,135 gp","34,508 gp","51,762 gp","Low","Algorithm","https://5e.tools/items.html#maul%20of%20chaos_monstersofdrakkenheim","","True"
"Maul of Throne's Command","The Book of Many Things","M|XPHB","Melee Weapon","Very Rare","Yes","35040.83","35,040 gp","28,032 gp","42,049 gp","Low","Algorithm","https://5e.tools/items.html#maul%20of%20throne's%20command_bmt","","True"
"Maul of Thunderbolts","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Legendary","Yes","37041.84","37,041 gp","29,633 gp","44,450 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#maul%20of%20thunderbolts_xdmg","","True"
"Maul of Warning","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","Yes","714.56","714 gp","571 gp","857 gp","Low","Algorithm","https://5e.tools/items.html#maul%20of%20warning_xdmg","","True"
"Mechanical Wonder (Domestic)","Forgotten Realms: Adventures in Faerûn","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","High","Algorithm","https://5e.tools/items.html#mechanical%20wonder%20(domestic)_fraif","🤖","False"
"Mechanical Wonder (Flying)","Forgotten Realms: Adventures in Faerûn","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#mechanical%20wonder%20(flying)_fraif","🤖","False"
"Mechanical Wonder (Gyrocopter)","Forgotten Realms: Adventures in Faerûn","","Wondrous Item","Rare","No","3889.58","3,889 gp","3,111 gp","4,667 gp","Low","Algorithm","https://5e.tools/items.html#mechanical%20wonder%20(gyrocopter)_fraif","🤖","False"
"Mechanical Wonder (Mobility)","Forgotten Realms: Adventures in Faerûn","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#mechanical%20wonder%20(mobility)_fraif","🤖","False"
"Medal of Muscle","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","233.63","233 gp","186 gp","280 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20muscle_crcotn","🤖","False"
"Medal of Wit","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","233.63","233 gp","186 gp","280 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20wit_crcotn","🤖","False"
"Medal of the Conch","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","379.47","379 gp","303 gp","455 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20the%20conch_crcotn","🤖","False"
"Medal of the Horizonback","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20the%20horizonback_crcotn","🤖","False"
"Medal of the Maze","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20the%20maze_crcotn","🤖","False"
"Medal of the Meat Pie","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20the%20meat%20pie_crcotn","🤖","False"
"Medal of the Wetlands","Critical Role: Call of the Netherdeep","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#medal%20of%20the%20wetlands_crcotn","🤖","False"
"Medallion of Thoughts","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","Yes","1479.39","1,479 gp","1,183 gp","1,775 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#medallion%20of%20thoughts_xdmg","","True"
"Medani Dowser","Exploring Eberron (2024)","WD|XDMG","Wand","Common","No","987.25","987 gp","789 gp","1,184 gp","Low","Algorithm","https://5e.tools/items.html#medani%20dowser_exploringeberron24","🤖","False"
"Medi Spectacles","Exploring Eberron (2024)","","Wondrous Item","Common","No","2224.83","2,224 gp","1,779 gp","2,669 gp","Low","Algorithm","https://5e.tools/items.html#medi%20spectacles_exploringeberron24","🤖","False"
"Menga leaves (1 ounce)","Tomb of Annihilation","G","Adventuring Gear","Mundane","No","2.0","2.0 gp","1.6 gp","2.4 gp","High","Official","https://5e.tools/items.html#menga%20leaves%20(1%20ounce)_toa","","True"
"Merchant's Scale","Player's Handbook","G","Adventuring Gear","Mundane","No","5.0","5.0 gp","4.0 gp","6.0 gp","High","Official","https://5e.tools/items.html#merchant's%20scale_phb","","True"
"Mess Kit","Player's Handbook","G","Adventuring Gear","Mundane","No","0.2","20 cp","16 cp","24 cp","High","Official","https://5e.tools/items.html#mess%20kit_phb","","True"
"Midnight Tears","Dungeon Master's Guide (2024)","G|XPHB","Adventuring Gear","Mundane","No","1500.0","1,500 gp","1,200 gp","1,800 gp","High","Official","https://5e.tools/items.html#midnight%20tears_xdmg","⚠️","True"
"Mighty Servant of Leuk-o","Tasha's Cauldron of Everything","","Wondrous Item","Artifact","Yes","258750.0","258,750 gp","207,000 gp","310,500 gp","Low","Algorithm","https://5e.tools/items.html#mighty%20servant%20of%20leuk-o_tce","🤖","False"
"Military Saddle","Player's Handbook (2024)","TAH|XPHB","Tack & Harness","Mundane","No","20.0","20 gp","16 gp","24 gp","High","Official","https://5e.tools/items.html#military%20saddle_xphb","","True"
"Mimir","Sigil and the Outlands","","Wondrous Item","Rare","Yes","11665.0","11,664 gp","9,332 gp","13,998 gp","Low","Algorithm","https://5e.tools/items.html#mimir_sato","🤖","False"
"Mind Blade Double-Bladed Scimitar","Volo's Guide to Monsters","M","Melee Weapon","Rare","Yes","11660.88","11,660 gp","9,328 gp","13,993 gp","Low","Algorithm","https://5e.tools/items.html#mind%20blade%20double-bladed%20scimitar_vgm","","True"
"Mind Blade Greatsword","Volo's Guide to Monsters","M|XPHB","Melee Weapon","Rare","Yes","12062.44","12,062 gp","9,649 gp","14,474 gp","Low","Algorithm","https://5e.tools/items.html#mind%20blade%20greatsword_vgm","","True"
"Mind Blade Longsword","Volo's Guide to Monsters","M|XPHB","Melee Weapon","Rare","Yes","6683.98","6,683 gp","5,347 gp","8,020 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#mind%20blade%20longsword_vgm","","True"
"Mind Blade Rapier","Volo's Guide to Monsters","M|XPHB","Melee Weapon","Rare","Yes","10857.76","10,857 gp","8,686 gp","13,029 gp","Low","Algorithm","https://5e.tools/items.html#mind%20blade%20rapier_vgm","","True"
"Mind Blade Scimitar","Volo's Guide to Monsters","M|XPHB","Melee Weapon","Rare","Yes","10752.6","10,752 gp","8,602 gp","12,903 gp","Low","Algorithm","https://5e.tools/items.html#mind%20blade%20scimitar_vgm","","True"
"Mind Blade Shortsword","Volo's Guide to Monsters","M|XPHB","Melee Weapon","Rare","Yes","10456.19","10,456 gp","8,364 gp","12,547 gp","Low","Algorithm","https://5e.tools/items.html#mind%20blade%20shortsword_vgm","","True"
"Mind Carapace Chain Mail","Volo's Guide to Monsters","HA|XPHB","Heavy Armor","Uncommon","Yes","1940.0","1,940 gp","1,552 gp","2,328 gp","Low","Algorithm","https://5e.tools/items.html#mind%20carapace%20chain%20mail_vgm","🤖","False"
"Mind Carapace Plate Armor","Volo's Guide to Monsters","HA|XPHB","Heavy Armor","Uncommon","Yes","3080.0","3,080 gp","2,464 gp","3,696 gp","Low","Algorithm","https://5e.tools/items.html#mind%20carapace%20plate%20armor_vgm","⚠️ 🤖","False"
"Mind Carapace Ring Mail","Volo's Guide to Monsters","HA|XPHB","Heavy Armor","Uncommon","Yes","1904.0","1,904 gp","1,523 gp","2,284 gp","Low","Algorithm","https://5e.tools/items.html#mind%20carapace%20ring%20mail_vgm","🤖","False"
"Mind Carapace Splint Armor","Volo's Guide to Monsters","HA|XPHB","Heavy Armor","Uncommon","Yes","2040.0","2,040 gp","1,632 gp","2,448 gp","Low","Algorithm","https://5e.tools/items.html#mind%20carapace%20splint%20armor_vgm","🤖","False"
"Mind Crystal (Careful)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(careful)_pabtso","🤖","False"
"Mind Crystal (Distant)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(distant)_pabtso","🤖","False"
"Mind Crystal (Empowered)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(empowered)_pabtso","🤖","False"
"Mind Crystal (Extended)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(extended)_pabtso","🤖","False"
"Mind Crystal (Heightened)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Rare","No","3475.73","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(heightened)_pabtso","🤖","False"
"Mind Crystal (Quickened)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Rare","No","3475.73","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(quickened)_pabtso","🤖","False"
"Mind Crystal (Subtle)","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#mind%20crystal%20(subtle)_pabtso","🤖","False"
"Mind Flayer Skull","Waterdeep: Dungeon of the Mad Mage","OTH","Other","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#mind%20flayer%20skull_wdmm","🤖","False"
"Mind Lash","Volo's Guide to Monsters","M","Melee Weapon","Rare","Yes","7802.55","7,802 gp","6,242 gp","9,363 gp","Low","Algorithm","https://5e.tools/items.html#mind%20lash_vgm","🤖","False"
"Mind Sharpener","Eberron: Forge of the Artificer","RG|XDMG","Ring","Uncommon","Yes","1019.72","1,019 gp","815 gp","1,223 gp","Low","Algorithm","https://5e.tools/items.html#mind%20sharpener_efa","🤖","False"
"Mindblasting Cap","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Very Rare","Yes","12080.78","12,080 gp","9,664 gp","14,496 gp","Low","Algorithm","https://5e.tools/items.html#mindblasting%20cap_pabtso","🤖","False"
"Mindguard Crown","Phandelver and Below: The Shattered Obelisk","","Wondrous Item","Very Rare","Yes","12553.28","12,553 gp","10,042 gp","15,063 gp","Low","Algorithm","https://5e.tools/items.html#mindguard%20crown_pabtso","🤖","False"
"Miner's Pick","Player's Handbook","G","Adventuring Gear","Mundane","No","2.0","2.0 gp","1.6 gp","2.4 gp","High","Official","https://5e.tools/items.html#miner's%20pick_phb","","True"
"Minotaur's Map","Frontiers of Eberron: Quickstone","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#minotaur's%20map_foequickstone","🤖","False"
"Mirror","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","5.0","5.0 gp","4.0 gp","6.0 gp","High","Official","https://5e.tools/items.html#mirror_xphb","","True"
"Mirror of Life Trapping","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","24608.51","24,608 gp","19,686 gp","29,530 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#mirror%20of%20life%20trapping_xdmg","","True"
"Mirror of Reflected Pasts","Dragonlance: Shadow of the Dragon Queen","","Wondrous Item","Very Rare","Yes","12080.78","12,080 gp","9,664 gp","14,496 gp","Low","Algorithm","https://5e.tools/items.html#mirror%20of%20reflected%20pasts_dsotdq","🤖","False"
"Mirror of the Past","Tales from the Yawning Portal","","Wondrous Item","Rare","No","4112.76","4,112 gp","3,290 gp","4,935 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#mirror%20of%20the%20past_tftyp","","True"
"Misthaven Miscellany","Frontiers of Eberron: Quickstone","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#misthaven%20miscellany_foequickstone","🤖","False"
"Mistral Mantle","Bigby Presents: Glory of the Giants","","Wondrous Item","Very Rare","Yes","21590.41","21,590 gp","17,272 gp","25,908 gp","Low","Algorithm","https://5e.tools/items.html#mistral%20mantle_bgg","🤖","False"
"Mithral +1 Breastplate","Acquisitions Incorporated","MA|XPHB","Medium Armor","Rare","No","4580.0","4,580 gp","3,664 gp","5,496 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20breastplate_ai","🤖","False"
"Mithral +1 Chain Mail","Acquisitions Incorporated","HA|XPHB","Heavy Armor","Rare","No","3865.0","3,865 gp","3,092 gp","4,638 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20chain%20mail_ai","🤖","False"
"Mithral +1 Chain Shirt","Acquisitions Incorporated","MA|XPHB","Medium Armor","Rare","No","3810.0","3,810 gp","3,048 gp","4,572 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20chain%20shirt_ai","🤖","False"
"Mithral +1 Half Plate Armor","Acquisitions Incorporated","MA|XPHB","Medium Armor","Rare","No","5350.0","5,350 gp","4,280 gp","6,420 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20half%20plate%20armor_ai","🤖","False"
"Mithral +1 Plate Armor","Acquisitions Incorporated","HA|XPHB","Heavy Armor","Rare","No","7000.0","7,000 gp","5,600 gp","8,400 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20plate%20armor_ai","🤖","False"
"Mithral +1 Ring Mail","Acquisitions Incorporated","HA|XPHB","Heavy Armor","Rare","No","3766.0","3,766 gp","3,012 gp","4,519 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20ring%20mail_ai","🤖","False"
"Mithral +1 Scale Mail","Acquisitions Incorporated","MA|XPHB","Medium Armor","Rare","No","3810.0","3,810 gp","3,048 gp","4,572 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20scale%20mail_ai","🤖","False"
"Mithral +1 Spiked Armor","Acquisitions Incorporated","MA","Medium Armor","Rare","No","615.0","615 gp","492 gp","738 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#mithral%20+1%20spiked%20armor_ai","","True"
"Mithral +1 Splint Armor","Acquisitions Incorporated","HA|XPHB","Heavy Armor","Rare","No","4140.0","4,140 gp","3,312 gp","4,968 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20+1%20splint%20armor_ai","🤖","False"
"Mithral Breastplate","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2310.0","2,310 gp","1,848 gp","2,772 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20breastplate_xdmg","⚠️","True"
"Mithral Chain Mail","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","1773.75","1,773 gp","1,419 gp","2,128 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20chain%20mail_xdmg","","True"
"Mithral Chain Shirt","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","1732.5","1,732 gp","1,386 gp","2,079 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20chain%20shirt_xdmg","","True"
"Mithral Half Plate Armor","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","2887.5","2,887 gp","2,310 gp","3,465 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20half%20plate%20armor_xdmg","⚠️","True"
"Mithral Plate Armor","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","4125.0","4,125 gp","3,300 gp","4,950 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20plate%20armor_xdmg","⚠️ 🤖","False"
"Mithral Ring Mail","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","1699.5","1,699 gp","1,359 gp","2,039 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20ring%20mail_xdmg","","True"
"Mithral Scale Mail","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","1732.5","1,732 gp","1,386 gp","2,079 gp","Low","Single source (DSA)","https://5e.tools/items.html#mithral%20scale%20mail_xdmg","","True"
"Mithral Splint Armor","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","1980.0","1,980 gp","1,584 gp","2,376 gp","Low","Algorithm","https://5e.tools/items.html#mithral%20splint%20armor_xdmg","🤖","False"
"Mizzium Apparatus","Guildmasters' Guide to Ravnica","SCF","Spellcasting Focus","Uncommon","Yes","734.55","734 gp","587 gp","881 gp","Low","Single source (DMPG)","https://5e.tools/items.html#mizzium%20apparatus_ggr","","True"
"Mizzium Breastplate","Guildmasters' Guide to Ravnica","MA|XPHB","Medium Armor","Rare","No","6369.72","6,369 gp","5,095 gp","7,643 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20breastplate_ggr","","True"
"Mizzium Chain Mail","Guildmasters' Guide to Ravnica","HA|XPHB","Heavy Armor","Rare","No","6587.59","6,587 gp","5,270 gp","7,905 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20chain%20mail_ggr","","True"
"Mizzium Chain Shirt","Guildmasters' Guide to Ravnica","MA|XPHB","Medium Armor","Rare","No","6004.54","6,004 gp","4,803 gp","7,205 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20chain%20shirt_ggr","","True"
"Mizzium Half Plate Armor","Guildmasters' Guide to Ravnica","MA|XPHB","Medium Armor","Rare","No","6734.91","6,734 gp","5,387 gp","8,081 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20half%20plate%20armor_ggr","","True"
"Mizzium Mortar","Guildmasters' Guide to Ravnica","","Wondrous Item","Rare","No","3340.25","3,340 gp","2,672 gp","4,008 gp","Low","Single source (DMPG)","https://5e.tools/items.html#mizzium%20mortar_ggr","","True"
"Mizzium Plate Armor","Guildmasters' Guide to Ravnica","HA|XPHB","Heavy Armor","Rare","No","7680.46","7,680 gp","6,144 gp","9,216 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20plate%20armor_ggr","","True"
"Mizzium Ring Mail","Guildmasters' Guide to Ravnica","HA|XPHB","Heavy Armor","Rare","No","6184.72","6,184 gp","4,947 gp","7,421 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20ring%20mail_ggr","","True"
"Mizzium Scale Mail","Guildmasters' Guide to Ravnica","MA|XPHB","Medium Armor","Rare","No","6194.72","6,194 gp","4,955 gp","7,433 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20scale%20mail_ggr","","True"
"Mizzium Spiked Armor","Guildmasters' Guide to Ravnica","MA","Medium Armor","Rare","No","6169.72","6,169 gp","4,935 gp","7,403 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20spiked%20armor_ggr","","True"
"Mizzium Splint Armor","Guildmasters' Guide to Ravnica","HA|XPHB","Heavy Armor","Rare","No","6840.27","6,840 gp","5,472 gp","8,208 gp","Low","Algorithm","https://5e.tools/items.html#mizzium%20splint%20armor_ggr","","True"
