name,source,old,new,pct,bucket,evidence
Ring of Wind,The Griffon's Saddlebag: Book One,3203.47,887.15,72.31,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
+2 True Name Repeater Needler,The Illrigger Revised,581.34,1000.0,72.02,intended-913/q7b,family-min weapon_bonus=2 type=R
Mourningsteel Ghost Candle,The Griffon's Saddlebag: Book Two,3206.38,903.59,71.82,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Headdress of the Serpent King,The Griffon's Saddlebag: Book Two,2019.26,571.59,71.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Reaper's Revenge,The Crooked Moon,5159.32,1490.3,71.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Masque Charm,Strixhaven: A Curriculum of Chaos,383.05,114.4,70.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pharazorthok Sprout,Grim Hollow: Campaign Guide (2024/Transformed),10437.09,17741.65,69.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Grimoire,Tales from the Shadows,20441.25,6142.72,69.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Circlet of Barbed Vision (Exalted),Tal'Dorei Campaign Setting Reborn,33319.43,56534.57,69.67,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bracers of Arc Lightning,Monsters of Drakkenheim,12720.59,3886.71,69.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hooked Shortspear of Verdict,The Griffon's Saddlebag: Book Two,4532.8,1400.8,69.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hoopak of Verdict,The Griffon's Saddlebag: Book Two,4532.8,1400.8,69.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rocborne Rod,The Griffon's Saddlebag: Book One,5162.41,8721.77,68.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Harvest,The Griffon's Saddlebag: Book Two,2844.27,883.96,68.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Grieving Tree,Exploring Eberron (2024),3946.43,1240.68,68.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Yklwa of Verdict,The Griffon's Saddlebag: Book Two,4616.21,1453.84,68.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double-Bladed Scimitar of Verdict,The Griffon's Saddlebag: Book Two,4657.38,1480.02,68.22,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Child,Obojima: Tales from the Tall Grass,258.54,82.33,68.16,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Night Messenger's Coat,Tales from the Shadows,2982.71,953.89,68.02,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Azuredge,Waterdeep: Dragon Heist,84964.01,142709.52,67.96,intended-913/q7b,family-min weapon_bonus=3 type=M
Dusk Dagger (Rare),The Griffon's Saddlebag: Book Two,11390.19,3692.25,67.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pneuma Blade (rare),Heliana's Guide to Monster Hunting,11390.19,3692.25,67.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Prehistoric Figurine of Wondrous Power, Pyrite Plesiosaurus",Bigby Presents: Glory of the Giants,4767.71,1548.89,67.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Doom Bloom,The Griffon's Saddlebag: Book Two,10744.64,3505.73,67.37,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Waning Moon,"Flee, Mortals! The MCDM Monster Book",8945.72,14967.64,67.32,intended-913/q7b,family-min weapon_bonus=1 type=R
Sagittarian Breastplate,The Griffon's Saddlebag: Book Two,2441.31,800.0,67.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Winter's Embrace,The Griffon's Saddlebag: Book One,40964.57,13525.82,66.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Enchanted Feather,Grim Hollow: Campaign Guide (2024/Transformed),2457.71,813.89,66.88,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Sea Piercer,The Griffon's Saddlebag: Book One,78236.79,130465.9,66.76,intended-913/q7b,family-min weapon_bonus=3 type=M
Conch of Teleportation,Storm King's Thunder,49725.0,16650.0,66.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gusting Blowgun,The Griffon's Saddlebag: Book Two,1513.49,2515.33,66.19,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sceptre of Saint Vitruvio,Dungeons of Drakkenheim,34800.82,11770.17,66.18,intended-913/q7b,family-min weapon_bonus=2 type=M
Manor Key,Exploring Eberron (2024),20474.64,6935.73,66.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hag Eye,Dungeon Master's Guide (2024),7050.0,2416.0,65.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Stone,The Griffon's Saddlebag: Book One,10787.73,3735.92,65.37,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Time Splitter (uncommon),Heliana's Guide to Monster Hunting,4114.96,1433.35,65.17,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Skyglider Shield,The Griffon's Saddlebag: Book Two,4550.88,7511.69,65.06,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Splinterguard,The Griffon's Saddlebag: Book Two,3532.62,5827.96,64.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scorpion Lasher,The Griffon's Saddlebag: Book Two,2345.9,828.0,64.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Liar's Lyre,The Griffon's Saddlebag: Book One,1541.21,2537.11,64.62,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Hide Armor,The Book of Many Things,64106.44,22757.86,64.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Leather Armor,The Book of Many Things,62668.92,22246.07,64.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Padded Armor,The Book of Many Things,62666.67,22243.82,64.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Spiked Armor,The Book of Many Things,66976.96,23776.96,64.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Studded Leather Armor,The Book of Many Things,64106.44,22757.86,64.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Ring Mail,The Book of Many Things,66990.46,23790.46,64.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Chain Shirt,The Book of Many Things,65561.95,23287.66,64.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Scale Mail,The Book of Many Things,66999.46,23799.46,64.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Chain Mail,The Book of Many Things,69885.74,24834.31,64.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Splint Armor,The Book of Many Things,71379.5,25402.36,64.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pack of LeviBubble Sugarbombs,The Griffon's Saddlebag: Book One,2282.71,813.89,64.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Breastplate,The Book of Many Things,67156.96,23956.96,64.33,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of the Barrow King (Rare),The Crooked Moon,14953.96,5352.47,64.21,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wyrm's Breath Grenade (Brass),Heliana's Guide to Monster Hunting,10437.09,17138.43,64.21,intended-913/q7b,grenade-control attached_spells={'daily': {'1': ['hold monster']}}
Antimagic Half Plate Armor,The Book of Many Things,68751.97,24626.26,64.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Marotte of Chance,Humblewood Tales,3801.21,1363.63,64.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sentira Shard (Disgust),Chronicles of Eberron,427.01,700.87,64.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Antimagic Plate Armor,The Book of Many Things,73402.01,26499.15,63.9,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Siren Song Lyre,Mythic Odysseys of Theros,10620.0,3870.0,63.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Axe of the Galloping Headsman (Legendary),The Crooked Moon,87529.6,143129.89,63.52,intended-913/q7b,family-min weapon_bonus=3 type=M
Vertebrae Sword of the Sun And Moon,Obojima: Tales from the Tall Grass,18080.94,6595.91,63.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Coldrazor,Grim Hollow: Campaign Guide (2024/Transformed),87529.6,143082.64,63.47,intended-913/q7b,family-min weapon_bonus=3 type=M
Staff of Radiance,Book of Ebon Tides,48522.07,17723.74,63.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Murk Blowgun,The Griffon's Saddlebag: Book Two,2193.6,813.89,62.9,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Grand Friendship,Obojima: Tales from the Tall Grass,429.16,698.91,62.86,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Grip of Dendallen,The Griffon's Saddlebag: Book One,25233.99,9372.75,62.86,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greatsword Pneuma Blade (rare),Heliana's Guide to Monster Hunting,11487.75,4274.51,62.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longsword Pneuma Blade (rare),Heliana's Guide to Monster Hunting,9875.25,3674.51,62.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Houseward (Rare),Exploring Eberron (2024),16152.14,6025.73,62.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Padded Armor,The Book of Many Things,11632.82,4361.76,62.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Leather Armor,The Book of Many Things,11635.07,4364.01,62.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Hide Armor,The Book of Many Things,11903.86,4466.29,62.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Spiked Armor,The Book of Many Things,12436.96,4666.36,62.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Studded Leather Armor,The Book of Many Things,11903.86,4466.29,62.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Padded Armor of Weightlessness,The Book of Many Things,4444.46,1668.58,62.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Leather Armor of Weightlessness,The Book of Many Things,4446.71,1670.83,62.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Seer's Starlight Cloak,The Griffon's Saddlebag: Book Two,1961.03,736.68,62.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Ring Mail,The Book of Many Things,12450.46,4679.86,62.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide Armor of Weightlessness,The Book of Many Things,4550.89,1711.44,62.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spiked Armor of Weightlessness,The Book of Many Things,4754.75,1788.16,62.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Studded Leather Armor of Weightlessness,The Book of Many Things,4550.89,1711.44,62.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Chain Shirt,The Book of Many Things,12190.66,4586.58,62.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Scale Mail,The Book of Many Things,12459.46,4688.86,62.37,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Chain Mail,The Book of Many Things,13008.31,4904.68,62.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Detection Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Finding Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handling Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Healing Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hospitality Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Making Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Passage Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scribing Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sentinel Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Storm Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warding Channeling Wand,Exploring Eberron (2024),15487.2,5847.25,62.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring Mail of Weightlessness,The Book of Many Things,4768.25,1801.66,62.22,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Nine Lives,Where Evil Lives: The MCDM Book of Boss Battles,10239.66,3869.94,62.21,intended-913/q7b,spell_battery_max_level=3
Chain Shirt of Weightlessness,The Book of Many Things,4673.07,1770.05,62.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Storm's Eye Shield,The Griffon's Saddlebag: Book Two,10261.72,3886.67,62.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scale Mail of Weightlessness,The Book of Many Things,4777.25,1810.66,62.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Splint Armor,The Book of Many Things,13333.36,5063.22,62.03,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Guardian's Reliquary,The Griffon's Saddlebag: Book Two,203830.57,77589.9,61.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Chain Mail of Weightlessness,The Book of Many Things,4996.86,1903.13,61.91,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mace of the Priest,The Griffon's Saddlebag: Book Two,7710.94,2939.28,61.88,intended-913/q7b,family-min weapon_bonus=1 type=M
Sage's Signet (Serpent),The Book of Many Things,8788.06,3371.26,61.64,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage's Signet (Songbird),The Book of Many Things,8788.06,3371.26,61.64,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Breastplate,The Book of Many Things,12616.96,4846.36,61.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flying Broomstick,Obojima: Tales from the Tall Grass,802.87,1294.89,61.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hoarder's Haul (Uncommon),The Griffon's Saddlebag: Book Two,802.87,1294.89,61.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of the Sovereigns' Servant,Where Evil Lives: The MCDM Book of Boss Battles,48199.33,18686.02,61.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Splint Armor of Weightlessness,The Book of Many Things,5157.29,1999.99,61.22,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Axe Beak Tomahawk,The Griffon's Saddlebag: Book One,857.14,1381.58,61.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Half Plate Armor,The Book of Many Things,13043.26,5106.15,60.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dusk Dagger (Uncommon),The Griffon's Saddlebag: Book Two,2255.72,883.96,60.81,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Silence of the Drowned,The Crooked Moon,1072.6,422.97,60.57,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Zephyr Padded Armor,Bigby Presents: Glory of the Giants,10041.0,3966.0,60.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Zephyr Leather Armor,Bigby Presents: Glory of the Giants,10043.25,3968.25,60.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Zephyr Studded Leather Armor,Bigby Presents: Glory of the Giants,11549.62,4563.38,60.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Killskull Longbow of Dread,The Griffon's Saddlebag: Book One,9757.16,3886.71,60.17,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Breastplate of Weightlessness,The Book of Many Things,4934.75,1968.16,60.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Iggwilv's Horn,Descent into the Lost Caverns of Tsojcanth,7174.75,2862.85,60.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Agony (Exalted),Tal'Dorei Campaign Setting Reborn,54099.92,21748.34,59.8,intended-913/q7b,family-min weapon_bonus=3 type=M
Covolt Scythe,The Griffon's Saddlebag: Book Two,9722.38,3916.16,59.72,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eldritch Bident,The Griffon's Saddlebag: Book Two,9723.39,3916.16,59.72,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Elixir of Jipampa,Obojima: Tales from the Tall Grass,429.16,685.47,59.72,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feywrought Plate Armor,The Book of Many Things,14187.15,5750.5,59.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Voting Kit,Acquisitions Incorporated,453.05,184.4,59.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Agony (Awakened),Tal'Dorei Campaign Setting Reborn,63853.33,26264.49,58.87,intended-913/q7b,family-min weapon_bonus=2 type=M
Agony (Dormant),Tal'Dorei Campaign Setting Reborn,63853.33,26264.49,58.87,intended-913/q7b,family-min weapon_bonus=2 type=M
Bird of a Feather (Uncommon),The Griffon's Saddlebag: Book One,852.72,1354.07,58.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shard Crown (rare),Heliana's Guide to Monster Hunting,11865.39,4910.1,58.62,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Badge of the Wayfarer,The Griffon's Saddlebag: Book Two,8469.64,3505.73,58.61,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Veil of the Weeping Widow (Very Rare),The Crooked Moon,27650.63,11508.6,58.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Half Plate Armor of Weightlessness,The Book of Many Things,5196.43,2166.27,58.31,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Prospector's Wand,Exploring Eberron (2024),6343.26,2651.33,58.2,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cloak of Therianthropy,Grim Hollow: Campaign Guide (2024/Transformed),9270.47,3886.71,58.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Feathered Helm,Humblewood Campaign Setting,10471.75,4404.67,57.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mimir,Sigil and the Outlands,12971.72,5461.71,57.9,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Card Sharp's Deck,The Book of Many Things,1932.71,813.89,57.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Knocking Boots,The Griffon's Saddlebag: Book One,1932.71,813.89,57.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ascendant Dragon-Touched Focus,Fizban's Treasury of Dragons,137307.5,58537.45,57.37,intended-913/q7b,spell_battery_max_level=1
Statuette of Augury,Phandelver and Below: The Shattered Obelisk,2562.71,1093.89,57.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Archivist's Key,The Griffon's Saddlebag: Book Two,24669.35,10575.93,57.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Bracelet of Energy,The Griffon's Saddlebag: Book One,36506.47,15723.77,56.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Detection Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Finding Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handling Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Healing Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hospitality Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Making Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Passage Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scribing Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sentinel Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Storm Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warding Dragonmark Channel,Exploring Eberron (2024),573.22,247.14,56.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tome of Living Memories (uncommon),Heliana's Guide to Monster Hunting,1988.63,857.78,56.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Bracelet of Planebending,The Griffon's Saddlebag: Book One,36378.77,15723.77,56.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dream Mantle,The Griffon's Saddlebag: Book One,26198.77,11382.6,56.55,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Moonstone Bracers,The Griffon's Saddlebag: Book Two,9553.97,4170.21,56.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Monsterbane Lasher,The Griffon's Saddlebag: Book One,20731.0,9056.32,56.32,intended-913/q7b,family-min weapon_bonus=1 type=M
The King in Yellow,Cthulhu by Torchlight,1681.03,736.68,56.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Thighbone Club,Storm King's Thunder,1809.39,796.06,56.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Deck of Dimensions,The Book of Many Things,25294.51,11145.47,55.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Restoration,Where Evil Lives: The MCDM Book of Boss Battles,9664.53,4282.16,55.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Fire,The Griffon's Saddlebag: Book One,8425.23,3735.92,55.66,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of Wild Dominion,Exploring Eberron (2024),14647.17,6494.4,55.66,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cave Diver,Obojima: Tales from the Tall Grass,77.66,120.86,55.63,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lucent Destroyer,Bigby Presents: Glory of the Giants,3777.24,1688.89,55.29,intended-913/q7b,family-min weapon_bonus=1 type=R
Astral Bracelet of Omniscience,The Griffon's Saddlebag: Book One,35122.25,15723.77,55.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battleaxe Time Splitter (rare),Heliana's Guide to Monster Hunting,11113.14,4989.57,55.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boarding Axe Time Splitter (rare),Heliana's Guide to Monster Hunting,10923.25,4904.32,55.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greataxe Time Splitter (rare),Heliana's Guide to Monster Hunting,11895.94,5341.04,55.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
