name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price
Giant Slayer Secret Stone Sword,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20secret%20stone%20sword_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L', 'V']",M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer secret stone sword,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.2920210266761501,3588.6268693632096,
Giant Slayer Shepherd Crook,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20shepherd%20crook_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'S']",M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer shepherd crook,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.1338414357363678,3775.2724594885153,
Giant Slayer Shortbow,XDMG,rare,R|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20shortbow_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer shortbow,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.21293123120625895,3681.9496644258625,
Giant Slayer Shortsword,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20shortsword_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer shortsword,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.21293123120625895,3681.9496644258625,
Giant Slayer Shovel,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20shovel_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer shovel,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.1338414357363678,3775.2724594885153,
Giant Slayer Sickle,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20sickle_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer sickle,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.21293123120625895,3681.9496644258625,
Giant Slayer Sling,XDMG,rare,R|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20sling_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['A|XPHB'],R|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer sling,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.16666666666666666,3736.5399999999995,
Giant Slayer Spear,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20spear_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer spear,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.16666666666666666,3736.5399999999995,
Giant Slayer Staff,XDMG,rare,SCF|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20staff_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],SCF|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,7.0,giant slayer staff,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.06565046186059768,4010.664918977031,
Giant Slayer Steel Jaws,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20steel%20jaws_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,7.0,giant slayer steel jaws,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.12040210212707436,4075.2696644258626,
Giant Slayer Tapper Sack,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20tapper%20sack_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'V']",M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer tapper sack,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.1083802085557146,3805.3156891125986,
Giant Slayer Trident,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20trident_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer trident,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.03282523093029884,3971.932459488515,
Giant Slayer Umbrella,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20umbrella_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'S']",M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer umbrella,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.21293123120625895,3681.9496644258625,
Giant Slayer Vaulter's Axe,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20vaulter's%20axe_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H', 'S']",M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer vaulters axe,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.18364081812043548,4149.888819749389,
Giant Slayer Vertebrae Sword,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20vertebrae%20sword_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['S'],M,False,,,11.5,2 sources,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,11.5,giant slayer vertebrae sword,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,11.5,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.12535436000948344,3785.28686936321,
Giant Slayer War Pick,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20war%20pick_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer war pick,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.046264564539592296,3878.6096644258623,
Giant Slayer Warhammer,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20warhammer_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer warhammer,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.05828645811095205,4001.975689112599,
Giant Slayer Whip,XDMG,rare,M|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20whip_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'R|XPHB']",M|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer whip,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,-0.16666666666666666,3736.5399999999995,
Giant Slayer Wooden Staff,XDMG,rare,SCF|XPHB,,none,https://5e.tools/items.html#giant%20slayer%20wooden%20staff_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],SCF|XPHB,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,7.0,giant slayer wooden staff,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.06565046186059768,4010.664918977031,
Giant Slayer Yklwa,XDMG,rare,M,,none,https://5e.tools/items.html#giant%20slayer%20yklwa_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T'],M,False,,,7.0,2d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,7.0,giant slayer yklwa,1716.0,4375.0,4600.0,3933.2,"DSA,MSRP,DMPG",multi,,,,7.0,0.0,3933.2,rule,True,2,0.8092788326629876,anchor,Giant Slayer,3933.2,0.0,3933.2,
Giantcraft Ambusher,GriffonsSaddlebag2,rare,M,,none,https://5e.tools/items.html#giantcraft%20ambusher_griffonssaddlebag2,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['H', '2H']",M,False,,,13.0,2d12,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,13.0,giantcraft ambusher,,,,,,none,,,,13.0,0.0,25000.0,rule,False,2,,rule,,,,,
Gibberbox,24GriffonsSaddlebag1,rare,,,none,https://5e.tools/items.html#gibberbox_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,gibberbox,,,,,,none,,,,0.0,0.0,4000.0,rule,False,0,,rule,,,,,
Give and Take,24GriffonsSaddlebag1,very_rare,M|XPHB,,open,https://5e.tools/items.html#give%20and%20take_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,7.0,unclassified,0.0,0,0,False,0.0,give and take,,,,,,none,,,,0.0,0.0,12213.0,rule,False,0,,rule,,,,,
Gladiator Net Armblade,ERLW,common,M|XPHB,,class,https://5e.tools/items.html#gladiator%20net%20armblade_erlw,,by a warforged,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,gladiator net armblade,,,,,,none,,,,0.0,0.0,253.38409558104445,rule+variant,True,0,,rule,Armblade,396.3636363636364,0.2556957972346928,426.7681911620889,253.38409558104445
Gladiator Net of Certain Death,EGW,rare,M|XPHB,,none,https://5e.tools/items.html#gladiator%20net%20of%20certain%20death_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,gladiator net of certain death,,,,,,none,,,,0.0,0.0,4408.174572475856,rule+variant,True,0,,rule,Weapon of Certain Death,4978.211009174312,-0.1083802085557146,4816.349144951711,4408.174572475856
Gladiator Net of Spite,24GriffonsSaddlebag1,uncommon,M|XPHB,,open,https://5e.tools/items.html#gladiator%20net%20of%20spite_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,gladiator net of spite,,,,,,none,,,,0.0,0.0,380.3202678920843,rule+variant,True,1,,rule,Weapon of Spite,456.5275423728813,-0.16163323154357678,434.39053578416855,380.3202678920843
Gladiator Net of the Sun And Moon,ObojimaTallGrass,rare,M|XPHB,,open,https://5e.tools/items.html#gladiator%20net%20of%20the%20sun%20and%20moon_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,gladiator net of the sun and moon,,,,,,none,,,,0.0,0.0,3567.713424299143,rule+variant,True,0,,rule,Weapon of the Sun And Moon,3654.2410714285716,-0.1083802085557146,3535.4268485982857,3567.713424299143
Gladius of the Everfighter,GriffonsSaddlebag2,legendary,M,,class,https://5e.tools/items.html#gladius%20of%20the%20everfighter_griffonssaddlebag2,,by a fighter,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['F', 'L']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,120,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,gladius of the everfighter,,,,,,none,,,,0.0,0.0,61823.99999999999,rule,False,2,,rule,,,,,
Glaive (rare),HelianasGuidetoMonsterHunting,rare,M,,none,https://5e.tools/items.html#glaive%20(rare)_helianasguidetomonsterhunting,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,9.0,2d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,9.0,glaive rare,,,,,,none,,,,9.0,0.0,14250.0,rule+variant,True,2,,rule,Gunnspier (rare),9500.0,0.0,9500.0,14250.0
Glaive (very rare),HelianasGuidetoMonsterHunting,very_rare,M,,none,https://5e.tools/items.html#glaive%20(very%20rare)_helianasguidetomonsterhunting,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,19.0,2 sources,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,19.0,glaive very rare,,,,,,none,,,,38.0,0.0,41625.0,rule+variant,True,2,,rule,Gunnspier (very rare),27750.0,0.0,27750.0,41625.0
Glaive Jaw Breakers (rare),HelianasGuidetoMonsterHunting,rare,M,,class,https://5e.tools/items.html#glaive%20jaw%20breakers%20(rare)_helianasguidetomonsterhunting,,optional,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,glaive jaw breakers rare,,,,,,none,,,,4.5,0.0,10215.062986672423,rule+variant,True,2,,rule,Jaw Breakers (rare),9800.0,0.28235577324654626,10630.125973344846,10215.062986672423
Glaive Jaw Breakers (very rare),HelianasGuidetoMonsterHunting,very_rare,M,,class,https://5e.tools/items.html#glaive%20jaw%20breakers%20(very%20rare)_helianasguidetomonsterhunting,,optional,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,glaive jaw breakers very rare,,,,,,none,,,,9.0,0.0,28143.540881648514,rule+variant,True,2,,rule,Jaw Breakers (very rare),27000.0,0.28235577324654626,29287.081763297025,28143.540881648514
