name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price,ml_price,price_low,price_high,confidence,final_price,pre_anchor_final_price,official_anchor_tier,official_anchor_ratio,official_anchor_delta,is_consumable,is_outlier,is_extreme_outlier
Enspelled (Level 7) Hand Tommybow (2),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hand%20tommybow%20(2)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,2.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hand tommybow 2,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1666666666666666,46177.473333333335,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hand Tommybow (3),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hand%20tommybow%20(3)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,3.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hand tommybow 3,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1666666666666666,46177.473333333335,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hand Tommybow (4),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hand%20tommybow%20(4)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,4.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hand tommybow 4,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1666666666666666,46177.473333333335,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hand Tommybow (5),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hand%20tommybow%20(5)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,5.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hand tommybow 5,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1666666666666666,46177.473333333335,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hand Tommybow (6),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hand%20tommybow%20(6)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,6.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hand tommybow 6,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1666666666666666,46177.473333333335,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Handaxe,XDMG,legendary,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20handaxe_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 handaxe,,,,,,none,,,,0.0,0.0,48605.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2129312312062589,45502.826797973765,,45142.336,38884.0,58326.0,Low,48605.0,48605.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Bayonet,XDMG,legendary,M,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20bayonet_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['2H', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy bayonet,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1253543600094834,46779.90426143878,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Crossbow,XDMG,legendary,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20crossbow_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy crossbow,,,,,,none,,,,0.0,0.0,48650.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38920.0,58380.0,Low,48650.0,48650.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Sentira Lens,XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20sentira%20lens_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['PA', '2H', 'H']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy sentira lens,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.0377774888127079,49158.75160842954,,46411.812,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Tommybow (2),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20tommybow%20(2)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,2.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy tommybow 2,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Tommybow (3),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20tommybow%20(3)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,3.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy tommybow 3,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Tommybow (4),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20tommybow%20(4)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,4.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy tommybow 4,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Tommybow (5),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20tommybow%20(5)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,5.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy tommybow 5,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Heavy Tommybow (6),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20heavy%20tommybow%20(6)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,6.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 heavy tommybow 6,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.2044441554793745,51589.14494176288,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hide Armor,XDMG,legendary,MA|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hide%20armor_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hide armor,,,,,,none,,,,0.0,0.0,48610.0,rule,False,0,,rule,Enspelled Armor (Level 7),48857.5,-0.2857142857142857,44669.71428571428,,50300.08,38888.0,58332.0,Low,48610.0,48610.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hooked Shortspear,XDMG,legendary,M,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hooked%20shortspear_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hooked shortspear,,,,,,none,,,,0.0,0.0,48601.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2129312312062589,45502.826797973765,,45142.336,38880.8,58321.2,Low,48601.0,48601.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Hoopak,XDMG,legendary,M,,open,https://5e.tools/items.html#enspelled%20(level%207)%20hoopak_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', 'F', 'S', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 hoopak,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2129312312062589,45502.826797973765,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Iron Tea Kettle,XDMG,legendary,M,,open,https://5e.tools/items.html#enspelled%20(level%207)%20iron%20tea%20kettle_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 iron tea kettle,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.0462645645395922,47933.2201313071,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Javelin,XDMG,legendary,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20javelin_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 javelin,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2129312312062589,45502.826797973765,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Lance,XDMG,legendary,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20lance_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', {'uid': '2H|XPHB', 'note': 'unless mounted'}]",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0,enspelled level 7 lance,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.0790897954698911,49761.18253653499,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Leather Armor,XDMG,legendary,LA|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20leather%20armor_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 leather armor,,,,,,none,,,,0.0,0.0,48610.0,rule,False,0,,rule,Enspelled Armor (Level 7),48857.5,-0.4285714285714285,42575.82142857143,,45442.24,38888.0,58332.0,Low,48610.0,48610.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Bayonet,XDMG,legendary,M,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20bayonet_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['2H', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light bayonet,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2920210266761501,44349.51092810544,,45142.336,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Crossbow,XDMG,legendary,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20crossbow_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light crossbow,,,,,,none,,,,0.0,0.0,48625.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.058286458110952,49457.82078196549,,46411.812,38900.0,58350.0,Low,48625.0,48625.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Hammer,XDMG,legendary,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20hammer_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light hammer,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.2129312312062589,45502.826797973765,,45142.336,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Repeating Crossbow,XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20repeating%20crossbow_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', '2H']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light repeating crossbow,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.058286458110952,49457.82078196549,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Sentira Lens,XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20sentira%20lens_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['PA', '2H']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light sentira lens,,,,,,none,,,,0.0,0.0,48600.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,-0.1083802085557146,47027.42744863216,,46411.812,38880.0,58320.0,Low,48600.0,48600.0,no_official_price,,0.0,False,False,False
Enspelled (Level 7) Light Tommybow (2),XDMG,legendary,R,,open,https://5e.tools/items.html#enspelled%20(level%207)%20light%20tommybow%20(2)_xdmg,,,,,,,,,,,,,,[],[],[],[],7.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,2.0,,,,,,,,False,False,False,,,,[],"['A', '2H', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,enspelled level 7 light tommybow 2,,,,,,none,,,,0.0,0.0,48615.0,rule,False,0,,rule,Enspelled Weapon (Level 7),48607.86666666667,0.058286458110952,49457.82078196549,,46411.812,38892.0,58338.0,Low,48615.0,48615.0,no_official_price,,0.0,False,False,False
