name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority
Hellfire Repeater Needler,BGDIA,uncommon,R|XPHB,,none,https://5e.tools/items.html#hellfire%20repeater%20needler_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire repeater needler,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Repeater Slinger,BGDIA,uncommon,R|XPHB,,none,https://5e.tools/items.html#hellfire%20repeater%20slinger_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'Mag|GrimHollowPG24', 'Rep|GrimHollowPG24', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire repeater slinger,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Returning Club,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20returning%20club_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire returning club,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Sabre,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20sabre_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5,hellfire sabre,,,,,,none,,,,,0.0,4500.0,rule,False,1,,rule
Hellfire Scimitar,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20scimitar_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire scimitar,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Secret Stone Sword,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20secret%20stone%20sword_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire secret stone sword,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Sheathed Staff,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20sheathed%20staff_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['D|GrimHollowPG24'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0,hellfire sheathed staff,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Shepherd Crook,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20shepherd%20crook_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire shepherd crook,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Shortbow,BGDIA,uncommon,R|XPHB,,none,https://5e.tools/items.html#hellfire%20shortbow_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire shortbow,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Shortsword,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20shortsword_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire shortsword,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Shovel,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20shovel_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire shovel,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Sickle,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20sickle_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire sickle,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Side-handle Baton,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20side-handle%20baton_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5,hellfire side-handle baton,,,,,,none,,,,,0.0,4500.0,rule,False,1,,rule
Hellfire Sling,BGDIA,uncommon,R|XPHB,,none,https://5e.tools/items.html#hellfire%20sling_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['A|XPHB'],R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire sling,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Spear,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20spear_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire spear,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Steel Jaws,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20steel%20jaws_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire steel jaws,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Tapper Sack,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20tapper%20sack_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire tapper sack,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Trident,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20trident_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0,hellfire trident,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Umbrella,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20umbrella_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire umbrella,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Vaulter's Axe,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20vaulter's%20axe_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire vaulters axe,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Vertebrae Sword,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20vertebrae%20sword_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['S'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,hellfire vertebrae sword,,,,,,none,,,,,0.0,7500.0,rule,False,1,,rule
Hellfire War Pick,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20war%20pick_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire war pick,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Warhammer,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20warhammer_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire warhammer,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Whip,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20whip_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'R|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire whip,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Wrath Axe,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20wrath%20axe_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire wrath axe,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Wrath Maul,BGDIA,uncommon,M|XPHB,,none,https://5e.tools/items.html#hellfire%20wrath%20maul_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire wrath maul,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Hellfire Yklwa,BGDIA,uncommon,M,,none,https://5e.tools/items.html#hellfire%20yklwa_bgdia,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hellfire yklwa,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule
Helm of Awareness,EFA,uncommon,,,none,https://5e.tools/items.html#helm%20of%20awareness_efa,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,True,0.0,helm of awareness,,,,,,none,,,,0.0,0.0,1350.0,rule,False,0,,rule
Helm of Brilliance,XDMG,very_rare,,,open,https://5e.tools/items.html#helm%20of%20brilliance_xdmg,,,,,,,,,,,,,,['fire'],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,3.5,1d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,18.0,0.0,,0.0,0,0,False,3.5,helm of brilliance,125850.0,40000.0,32000.0,53970.0,"DSA,MSRP,DMPG",multi,,,,,0.0,53970.0,rule,True,2,1.4230477634571645,anchor
Helm of Burning Rage,MonstersOfDrakkenheim,rare,,,class,https://5e.tools/items.html#helm%20of%20burning%20rage_monstersofdrakkenheim,,by a barbarian,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of burning rage,,,,,,none,,,,0.0,0.0,3200.0,rule,False,0,,rule
Helm of Comprehending Languages,XDMG,uncommon,,,none,https://5e.tools/items.html#helm%20of%20comprehending%20languages_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['comprehend languages'],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of comprehending languages,1485.0,312.5,200.0,747.75,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,747.75,rule,True,0,1.92991239048811,anchor
Helm of Devil Command,BGDIA,very_rare,,,class,https://5e.tools/items.html#helm%20of%20devil%20command_bgdia,,by a creature that can speak Infernal,,,,,,,,,,,,[],[],[],[],,[],3,special,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],['the'],,,['dominate monster'],[],False,False,False,False,[],[],[],[],False,21.0,0.0,,0.0,0,0,False,0.0,helm of devil command,,26875.0,21500.0,24187.5,"MSRP,DMPG",multi,,,,0.0,0.0,24187.5,rule,True,0,0.2222222222222222,anchor
Helm of Heroes,24GriffonsSaddlebag1,rare,,,open,https://5e.tools/items.html#helm%20of%20heroes_24griffonssaddlebag1,,,,,,1.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of heroes,,,,,,none,,1.0,,0.0,0.0,4950.0,rule,False,1,,rule
Helm of Patron Saints,DungeonsDrakkenheim,rare,,,class,https://5e.tools/items.html#helm%20of%20patron%20saints_dungeonsdrakkenheim,,by a spellcaster,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of patron saints,,,,,,none,,,,0.0,0.0,5600.0,rule,False,1,,rule
Helm of Perfect Potential,BGG,artifact,,,open,https://5e.tools/items.html#helm%20of%20perfect%20potential_bgg,,,,,,,,,,,,,,[],[],[],[],,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,2,1,1,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],"['charisma (deception)', 'wisdom (insight)']",[],[],False,20.0,0.0,,0.0,0,0,False,0.0,helm of perfect potential,,,,,,none,,,,0.0,0.0,590000.0,rule,False,0,,rule
Helm of Telepathy,XDMG,uncommon,,,open,https://5e.tools/items.html#helm%20of%20telepathy_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"['detect thoughts', 'suggestion']",[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,0.0,helm of telepathy,2430.0,7500.0,300.0,3312.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,3312.0,rule,True,0,2.1114369501466275,anchor
Helm of Teleportation,XDMG,rare,,,open,https://5e.tools/items.html#helm%20of%20teleportation_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,True,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['teleport'],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of teleportation,12960.0,56000.0,4250.0,23259.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,23259.0,rule,True,0,2.1206119382598008,anchor
Helm of the Broken Dragon,GriffonsSaddlebag2,very_rare,,,class,https://5e.tools/items.html#helm%20of%20the%20broken%20dragon_griffonssaddlebag2,,by a non-lawful dragonborn,,,,,,,,,,,,['psychic'],[],[],[],,[],,,,{},False,False,False,True,False,True,False,False,False,,,,,,,,,False,False,False,,,major,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,helm of the broken dragon,,,,,,none,,,,0.0,0.0,8280.0,rule,False,2,,rule
