name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg
Emerald Pen,FTD,uncommon,,,none,https://5e.tools/items.html#emerald%20pen_ftd,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['illusory script'],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enchanted Feather,GrimHollowCG24,uncommon,,,none,https://5e.tools/items.html#enchanted%20feather_grimhollowcg24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enchantment Breaker,24GriffonsSaddlebag1,rare,RG|XDMG,,none,https://5e.tools/items.html#enchantment%20breaker_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],RG|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enduring Spellbook,XDMG,common,,,none,https://5e.tools/items.html#enduring%20spellbook_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Energy Longbow,XDMG,very_rare,R|XPHB,,open,https://5e.tools/items.html#energy%20longbow_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,20.0,0.0,,0.0,0,0,False,0.0
Energy Shortbow,XDMG,very_rare,R|XPHB,,open,https://5e.tools/items.html#energy%20shortbow_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,20.0,0.0,,0.0,0,0,False,0.0
Enhanced Bottled Bomb,ObojimaTallGrass,uncommon,P,,none,https://5e.tools/items.html#enhanced%20bottled%20bomb_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['Com'],P,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0
Enhanced Lightning Breath,ObojimaTallGrass,uncommon,P,,none,https://5e.tools/items.html#enhanced%20lightning%20breath_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['Com'],P,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0
Enhanced Static Shock,ObojimaTallGrass,uncommon,P,,none,https://5e.tools/items.html#enhanced%20static%20shock_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['Com'],P,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Battleaxe,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20battleaxe_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Bellow Flute,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20bellow%20flute_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Blowgun,XDMG,uncommon,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20blowgun_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Blunderbuss,XDMG,uncommon,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20blunderbuss_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,True,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB', 'GC:VSS-Ren|ValdaGunslinger']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Boat Oar,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20boat%20oar_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['2H'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Boomerang,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20boomerang_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'T', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Brass Knuckles,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20brass%20knuckles_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Breastplate,XDMG,uncommon,MA|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20breastplate_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Butterfly Staff,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20butterfly%20staff_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'V', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Candlemaker's Club,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20candlemaker's%20club_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', '2H', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Chain Mail,XDMG,uncommon,HA|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20chain%20mail_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,16.0,13.0,,,,,,False,False,True,13,,,[],[],HA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Chain Shirt,XDMG,uncommon,MA|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20chain%20shirt_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,13.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Club,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20club_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Dagger,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20dagger_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Dandelion Spear,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20dandelion%20spear_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Dart,XDMG,uncommon,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20dart_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'T|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Double-Bladed Scimitar,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20double-bladed%20scimitar_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['S', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Drive Shaft,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20drive%20shaft_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Fan,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20fan_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'L', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Field Spear,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20field%20spear_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'T', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Flail,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20flail_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Frying Pan,XDMG,uncommon,M,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20frying%20pan_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['V', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Glaive,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20glaive_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Greataxe,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20greataxe_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Greatclub,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20greatclub_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['2H|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Greatsword,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20greatsword_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Halberd,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20halberd_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Half Plate Armor,XDMG,uncommon,MA|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20half%20plate%20armor_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,15.0,,,,,,,False,False,True,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Hand Claws,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20hand%20claws_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Hand Crossbow,XDMG,uncommon,R|XPHB,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20hand%20crossbow_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Hand Sentira Lens,XDMG,uncommon,R,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20hand%20sentira%20lens_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['PA'],R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Hand Tommybow (2),XDMG,uncommon,R,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20hand%20tommybow%20(2)_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,2.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
Enspelled (Cantrip) Hand Tommybow (3),XDMG,uncommon,R,,open,https://5e.tools/items.html#enspelled%20(cantrip)%20hand%20tommybow%20(3)_xdmg,,,,,,,,,,,,,,[],[],[],[],0.0,[],6,dawn,{@dice 1d6},{},False,False,False,False,False,False,False,False,False,3.0,,,,,,,,False,False,False,,,,[],"['A', 'L', 'Reload|HelianasGuidetoMonsterHunting']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0
