name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price,ml_price,price_low,price_high,confidence,final_price,pre_anchor_final_price,official_anchor_tier,official_anchor_ratio,official_anchor_delta
Lunar Spear,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20spear_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T', 'V']",M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar spear,,,,,,none,,,,,0.0,4803.407608695652,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.1666666666666666,2856.8152173913045,4803.407608695652,2759.4727,797.8564453125,4803.407608695652,Low,4803.407608695652,4803.407608695652,no_official_price,,0.0
Lunar Steel Jaws,ObojimaTallGrass,uncommon,M|XPHB,,open,https://5e.tools/items.html#lunar%20steel%20jaws_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar steel jaws,,,,,,none,,,,0.0,0.0,1895.3974656105595,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,0.1204021021270743,3115.794931221119,1895.3974656105595,1051.5865,541.6222534179688,3142.181884765625,Low,1895.3974656105595,1895.3974656105595,no_official_price,,0.0
Lunar Tapper Sack,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20tapper%20sack_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar tapper sack,,,,,,none,,,,0.0,0.0,1792.1992361428956,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,-0.1083802085557146,2909.3984722857913,1792.1992361428956,1051.5865,541.6222534179688,3142.181884765625,Low,1792.1992361428956,1792.1992361428956,no_official_price,,0.0
Lunar Trident,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20trident_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T', 'V']",M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar trident,,,,,,none,,,,,0.0,4818.214285417136,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.1338414357363678,2886.4285708342713,4818.214285417136,2759.4727,797.8564453125,4818.214285417136,Low,4818.214285417136,4818.214285417136,no_official_price,,0.0
Lunar Twinshot Hand Crossbow,ObojimaTallGrass,uncommon,R,,open,https://5e.tools/items.html#lunar%20twinshot%20hand%20crossbow_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', 'L', 'LD', 'S']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar twinshot hand crossbow,,,,,,none,,,,0.0,0.0,1792.1992361428956,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,-0.1083802085557146,2909.3984722857913,1792.1992361428956,1026.6741,451.7936706542969,3314.63134765625,Low,1792.1992361428956,1792.1992361428956,no_official_price,,0.0
Lunar Umbrella,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20umbrella_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar umbrella,,,,,,none,,,,0.0,0.0,1745.0387699583855,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,-0.2129312312062589,2815.077539916771,1745.0387699583855,1051.5865,541.6222534179688,3142.181884765625,Low,1745.0387699583855,1745.0387699583855,no_official_price,,0.0
Lunar Vaulter's Axe,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20vaulter's%20axe_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar vaulters axe,,,,,,none,,,,0.0,0.0,1923.9229381649996,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,0.1836408181204354,3172.845876329999,1923.9229381649996,1051.5865,541.6222534179688,3142.181884765625,Low,1923.9229381649996,1923.9229381649996,no_official_price,,0.0
Lunar Vertebrae Sword,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20vertebrae%20sword_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['S'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar vertebrae sword,,,,,,none,,,,,0.0,4822.042602325722,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.1253543600094834,2894.0852046514447,4822.042602325722,2759.4727,797.8564453125,4822.042602325722,Low,4822.042602325722,4822.042602325722,no_official_price,,0.0
Lunar War Pick,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20war%20pick_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar war pick,,,,,,none,,,,,0.0,4857.718117784472,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.0462645645395922,2965.436235568945,4857.718117784472,2759.4727,797.8564453125,4857.718117784472,Low,4857.718117784472,4857.718117784472,no_official_price,,0.0
Lunar Warhammer,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20warhammer_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar warhammer,,,,,,none,,,,,0.0,4857.718117784472,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.0462645645395922,2965.436235568945,4857.718117784472,2759.4727,797.8564453125,4857.718117784472,Low,4857.718117784472,4857.718117784472,no_official_price,,0.0
Lunar Whip,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20whip_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'R']",M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar whip,,,,,,none,,,,,0.0,4803.407608695652,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,-0.1666666666666666,2856.8152173913045,4803.407608695652,2759.4727,797.8564453125,4803.407608695652,Low,4803.407608695652,4803.407608695652,no_official_price,,0.0
Lunar Wrath Axe,ObojimaTallGrass,uncommon,M|XPHB,,open,https://5e.tools/items.html#lunar%20wrath%20axe_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar wrath axe,,,,,,none,,,,0.0,0.0,1987.6173352653263,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,0.3248462576064489,3300.2346705306527,1987.6173352653263,1051.5865,541.6222534179688,3142.181884765625,Low,1987.6173352653263,1987.6173352653263,no_official_price,,0.0
Lunar Wrath Maul,ObojimaTallGrass,uncommon,M|XPHB,,open,https://5e.tools/items.html#lunar%20wrath%20maul_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lunar wrath maul,,,,,,none,,,,0.0,0.0,1999.1022859910868,rule+variant,True,0,,rule,Lunar Weapon,3007.1739130434785,0.3503074847871021,3323.2045719821735,1999.1022859910868,1051.5865,541.6222534179688,3142.181884765625,Low,1999.1022859910868,1999.1022859910868,no_official_price,,0.0
Lunar Yklwa,ObojimaTallGrass,uncommon,M,,open,https://5e.tools/items.html#lunar%20yklwa_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,lunar yklwa,,,,,,none,,,,,0.0,4878.586956521739,rule+variant,True,1,,rule,Lunar Weapon,3007.1739130434785,0.0,3007.1739130434785,4878.586956521739,2759.4727,797.8564453125,4878.586956521739,Low,4878.586956521739,4878.586956521739,no_official_price,,0.0
Lupine Mask,GriffonsSaddlebag2,uncommon,,,none,https://5e.tools/items.html#lupine%20mask_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,major,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],"['wisdom (perception)', 'wisdom (animal handling)']",[],[],False,,0.0,,0.0,0,0,False,0.0,lupine mask,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,,848.2967,429.9049072265625,3123.38671875,Low,813.8928497314454,813.8928497314454,no_official_price,,0.0
Lustrous Harpy Feather,FoEQuickstone,common,,,none,https://5e.tools/items.html#lustrous%20harpy%20feather_foequickstone,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lustrous harpy feather,,,,,,none,,,,0.0,0.0,100.0,rule,False,0,,rule,,,,,,122.146774,99.36253356933594,465.1726379394531,Low,114.39540328979493,114.39540328979493,no_official_price,,0.0
Lute of Thunderous Thumping,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#lute%20of%20thunderous%20thumping_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,9.0,2d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,9.0,lute of thunderous thumping,11550.0,,,11550.0,DSA,solo,,,,,0.0,11550.0,rule,True,1,,anchor,,,,,,16799.15,3698.697265625,23537.146484375,Low,14699.490234375,14699.490234375,no_official_price,,0.0
Luxon Beacon,EGW,legendary,,,none,https://5e.tools/items.html#luxon%20beacon_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,luxon beacon,,,35000.0,35000.0,DMPG,solo,,,,0.0,0.0,35000.0,rule,True,0,,anchor,,,,,,36440.82,7902.06640625,61253.10546875,Low,35864.4921875,35864.4921875,no_official_price,,0.0
Lycan Arbalest,GrimHollowCG24,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20arbalest_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan arbalest,,,,,,none,,,,0.0,0.0,3655.185053979273,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.383132715717401,3910.370107958546,3655.185053979273,3011.641,1194.1593017578125,4907.24853515625,Low,3655.185053979273,3655.185053979273,no_official_price,,0.0
Lycan Arbalest,GrimHollowLairsEtharis,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20arbalest_grimhollowlairsetharis,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan arbalest,,,,,,none,,,,0.0,0.0,3655.185053979273,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.383132715717401,3910.370107958546,3655.185053979273,3011.641,1194.1593017578125,4907.24853515625,Low,3655.185053979273,3655.185053979273,no_official_price,,0.0
Lycan Battleaxe,GrimHollowCG24,rare,M|XPHB,,none,https://5e.tools/items.html#lycan%20battleaxe_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,lycan battleaxe,,,,,,none,,,,0.0,0.0,3470.8927855949687,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.0328252309302988,3541.7855711899374,3470.8927855949687,3145.865,1251.552001953125,4638.40673828125,Low,3470.8927855949687,3470.8927855949687,no_official_price,,0.0
Lycan Battleaxe,GrimHollowLairsEtharis,rare,M|XPHB,,none,https://5e.tools/items.html#lycan%20battleaxe_grimhollowlairsetharis,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,lycan battleaxe,,,,,,none,,,,0.0,0.0,3470.8927855949687,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.0328252309302988,3541.7855711899374,3470.8927855949687,3145.865,1251.552001953125,4638.40673828125,Low,3470.8927855949687,3470.8927855949687,no_official_price,,0.0
Lycan Bellow Flute,GrimHollowCG24,rare,M,,none,https://5e.tools/items.html#lycan%20bellow%20flute_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan bellow flute,,,,,,none,,,,0.0,0.0,3299.9953418054693,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,-0.2920210266761501,3199.990683610939,3299.9953418054693,3145.865,1251.552001953125,4638.40673828125,Low,3299.9953418054693,3299.9953418054693,no_official_price,,0.0
Lycan Bellow Flute,GrimHollowLairsEtharis,rare,M,,none,https://5e.tools/items.html#lycan%20bellow%20flute_grimhollowlairsetharis,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan bellow flute,,,,,,none,,,,0.0,0.0,3299.9953418054693,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,-0.2920210266761501,3199.990683610939,3299.9953418054693,3145.865,1251.552001953125,4638.40673828125,Low,3299.9953418054693,3299.9953418054693,no_official_price,,0.0
Lycan Blackpowder Pistol,GrimHollowCG24,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20blackpowder%20pistol_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan blackpowder pistol,,,,,,none,,,,0.0,0.0,3470.8927855949687,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.0328252309302988,3541.7855711899374,3470.8927855949687,3011.641,1194.1593017578125,4907.24853515625,Low,3470.8927855949687,3470.8927855949687,no_official_price,,0.0
Lycan Blackpowder Pistol,GrimHollowLairsEtharis,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20blackpowder%20pistol_grimhollowlairsetharis,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan blackpowder pistol,,,,,,none,,,,0.0,0.0,3470.8927855949687,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.0328252309302988,3541.7855711899374,3470.8927855949687,3011.641,1194.1593017578125,4907.24853515625,Low,3470.8927855949687,3470.8927855949687,no_official_price,,0.0
Lycan Blackpowder Rifle,GrimHollowCG24,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20blackpowder%20rifle_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan blackpowder rifle,,,,,,none,,,,0.0,0.0,3613.576928414799,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.3040429202475099,3827.1538568295978,3613.576928414799,3011.641,1194.1593017578125,4907.24853515625,Low,3613.576928414799,3613.576928414799,no_official_price,,0.0
Lycan Blackpowder Rifle,GrimHollowLairsEtharis,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20blackpowder%20rifle_grimhollowlairsetharis,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lycan blackpowder rifle,,,,,,none,,,,0.0,0.0,3613.576928414799,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,0.3040429202475099,3827.1538568295978,3613.576928414799,3011.641,1194.1593017578125,4907.24853515625,Low,3613.576928414799,3613.576928414799,no_official_price,,0.0
Lycan Blowgun,GrimHollowCG24,rare,R|XPHB,,none,https://5e.tools/items.html#lycan%20blowgun_grimhollowcg24,,,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,lycan blowgun,,,,,,none,,,,0.0,0.0,3387.67653446602,rule+variant,True,1,,rule,Lycan Weapon,3507.2477064220184,-0.1253543600094834,3375.35306893204,3387.67653446602,3011.641,1194.1593017578125,4907.24853515625,Low,3387.67653446602,3387.67653446602,no_official_price,,0.0
